,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
19780906,   1.12,   0.98,   1.01,   1.19,   0.31,   0.57,   0.65,   1.60,   0.17,   0.88
19780907,   0.32,   0.61,   0.15,  -0.10,  -0.20,   0.42,   0.09,   0.26,  -0.05,   0.30
19780908,   1.05,   1.34,   1.43,   1.97,   1.67,   0.29,   1.13,   1.45,   0.61,   1.10
19780911,   0.52,  -0.02,   0.04,   0.62,  -0.73,   0.95,   0.35,   0.31,   0.26,   0.42
19780912,   0.10,   0.12,  -0.10,   0.62,   0.08,   0.29,   0.07,  -0.34,  -0.10,   0.14
19780913,  -0.10,  -0.40,  -0.62,  -0.38,  -1.50,  -0.78,  -0.40,  -0.98,   0.04,  -0.23
19780914,  -0.63,  -1.13,  -1.26,  -1.19,  -1.04,  -0.73,  -1.07,  -1.73,  -0.46,  -0.87
19780915,  -1.21,  -0.97,  -0.85,  -0.82,  -1.30,  -0.79,  -1.19,  -0.97,  -0.20,  -0.99
19780918,  -0.96,  -1.49,  -1.11,  -0.85,  -0.89,  -0.89,  -1.09,  -1.32,  -0.13,  -1.39
19780919,  -0.69,  -0.43,  -1.07,  -0.20,  -0.94,   0.23,  -0.80,  -1.20,  -0.22,  -1.07
19780920,  -0.69,  -1.04,  -0.98,  -0.68,  -1.03,   0.03,  -1.44,  -1.50,  -0.27,  -1.22
19780921,  -0.02,   0.37,  -0.06,   0.22,  -0.19,  -0.12,  -0.28,   0.08,   0.17,  -0.09
19780922,   0.09,  -0.04,   0.24,   0.13,  -0.58,  -0.07,   0.16,  -0.01,   0.04,   0.19
19780925,   0.08,   0.06,  -0.10,   0.15,  -0.07,   0.47,   0.01,   0.13,   0.04,  -0.10
19780926,   0.68,   0.66,   0.70,   1.41,   0.45,   0.26,   1.08,   0.61,   0.19,   0.82
19780927,  -0.69,  -0.79,  -1.23,  -0.65,  -1.66,   0.42,  -1.03,  -1.12,  -0.14,  -0.79
19780928,   0.21,   0.35,   0.11,   0.52,   0.54,   0.53,   0.17,   0.07,  -0.04,   0.15
19780929,   0.28,   0.72,   0.64,   0.88,   0.45,   0.29,   0.33,   0.78,  -0.10,   0.52
19781002,   0.05,   0.19,   0.55,   0.15,   0.83,   0.46,   0.06,   0.11,   0.12,   0.40
19781003,  -0.13,  -0.34,  -0.30,  -0.04,  -0.86,  -0.47,  -0.46,  -0.35,  -0.05,  -0.09
19781004,  -0.09,   0.23,   0.76,   0.37,   1.08,   0.53,  -0.15,   0.55,  -0.02,   0.23
19781005,   0.24,   0.10,   0.37,   0.35,  -0.20,   0.50,   0.56,  -0.19,   0.30,   0.24
19781006,   0.14,   0.09,   0.48,   0.09,   0.19,   0.68,   0.29,  -0.32,   0.16,   0.33
19781009,   0.68,   1.04,   1.35,   0.80,   1.37,   1.46,   0.41,   0.95,   0.32,   0.72
19781010,   0.23,  -0.43,  -0.12,   0.00,  -0.46,  -0.84,  -0.13,  -0.16,   0.01,   0.18
19781011,   0.41,   1.08,   1.06,   0.71,   2.19,   0.80,   1.01,   0.49,   0.38,   0.61
19781012,  -0.13,  -0.45,  -0.54,  -0.67,  -1.01,  -0.63,   0.01,  -0.61,  -0.41,  -0.05
19781013,  -0.15,  -0.39,  -0.35,  -0.29,  -0.34,   0.16,  -0.13,  -0.56,  -0.09,  -0.28
19781016,  -1.52,  -1.55,  -2.04,  -2.07,  -2.48,  -1.37,  -1.61,  -2.26,  -0.55,  -1.71
19781017,  -1.73,  -0.94,  -2.04,  -1.70,  -1.41,  -0.60,  -2.16,  -1.52,  -0.98,  -2.16
19781018,  -1.18,  -0.94,  -0.89,  -1.15,  -0.58,  -0.71,  -1.05,  -0.65,  -0.61,  -1.32
19781019,  -1.03,  -1.06,  -1.39,  -1.34,  -1.69,  -0.63,  -1.26,  -1.74,  -0.59,  -1.49
19781020,  -1.96,  -1.46,  -1.77,  -1.55,  -1.10,  -1.29,  -2.09,  -2.21,  -1.12,  -2.45
19781023,  -0.81,  -0.42,  -0.18,   0.02,   0.19,   0.69,  -0.32,  -0.29,  -0.47,  -0.46
19781024,  -0.29,  -0.59,  -0.67,  -0.94,  -1.02,   0.15,  -0.83,  -0.32,   0.06,  -0.47
19781025,  -0.22,   0.38,  -0.43,  -0.02,  -0.63,   0.22,  -0.01,  -0.33,  -0.12,  -0.13
19781026,  -1.65,  -1.54,  -1.84,  -1.09,  -1.54,  -0.60,  -2.24,  -2.69,  -1.03,  -2.37
19781027,  -1.86,  -1.91,  -2.35,  -1.58,  -1.84,  -1.46,  -2.42,  -1.55,  -1.10,  -2.36
19781030,  -0.22,  -0.16,   0.53,   0.49,   0.96,  -0.31,  -1.22,   2.28,  -0.66,  -1.00
19781031,  -1.00,  -2.67,  -2.10,  -1.63,  -2.90,  -1.25,  -1.47,  -2.20,  -0.89,  -1.45
19781101,   3.61,   5.41,   4.72,   3.82,   6.44,   2.17,   4.25,   5.94,   1.57,   3.75
19781102,  -0.67,  -1.83,  -1.11,  -0.28,  -1.76,   0.09,  -1.01,  -1.85,  -0.30,  -0.73
19781103,   0.45,  -0.35,   0.52,   2.91,  -0.05,  -0.46,   0.27,   0.82,  -0.01,   0.34
19781106,  -0.50,  -0.71,  -0.64,  -1.79,  -1.22,  -0.43,  -0.73,  -0.78,  -0.10,  -0.45
19781107,  -1.25,  -1.69,  -1.95,  -1.49,  -1.55,  -0.90,  -1.50,  -1.77,  -0.85,  -1.71
19781108,   0.07,   0.53,   0.66,   0.70,   1.21,  -0.05,   0.65,   0.69,   0.04,  -0.01
19781109,   0.36,   0.13,  -0.11,   0.47,  -0.48,   0.15,   0.38,   0.14,   0.30,   0.43
19781110,   0.42,   0.40,   0.58,   0.74,   0.29,   0.33,   0.95,   0.37,   0.29,   0.54
19781113,  -1.19,  -3.30,  -1.88,  -1.54,  -1.82,  -0.43,  -1.79,  -1.31,  -0.54,  -1.81
19781114,  -1.15,   0.59,  -1.29,  -0.84,  -0.64,  -0.23,  -1.64,  -1.05,  -0.60,  -1.52
19781115,   0.30,   0.22,   0.31,   0.59,   0.17,   0.03,   0.07,   0.73,   0.21,   0.43
19781116,   0.65,   0.74,   1.17,   1.51,   1.36,   0.65,   0.73,   1.93,   0.82,   0.74
19781117,   0.55,   0.65,   0.93,   1.65,   0.73,   0.61,   0.85,   1.12,   0.82,   1.19
19781120,   0.72,   0.75,   0.87,   1.10,   1.13,   1.11,   0.79,   1.05,   0.80,   0.99
19781121,   0.14,  -0.36,  -0.09,  -0.29,  -0.05,  -0.23,  -0.39,  -0.44,   0.39,   0.00
19781122,   0.36,   0.47,   0.61,   0.68,   1.19,   0.45,   1.06,   0.01,   0.28,   0.69
19781124,   0.39,   0.28,   0.57,   0.33,   0.54,   0.24,   0.83,   0.79,   0.25,   0.71
19781127,   0.14,   0.91,   0.45,  -0.15,   0.69,   0.35,   0.33,   0.13,   0.12,   0.16
19781128,  -0.63,  -1.24,  -0.89,  -0.91,  -1.31,  -0.47,  -0.46,  -0.70,  -0.07,  -0.66
19781129,  -1.00,  -1.17,  -1.55,  -1.98,  -1.28,  -0.53,  -1.81,  -1.79,  -0.73,  -1.22
19781130,   0.47,   0.55,   1.17,   1.00,   1.71,   0.56,   0.93,   1.31,   0.31,   0.78
19781201,   1.30,   1.23,   1.97,   1.64,   2.06,   0.92,   1.54,   2.22,   0.72,   1.71
19781204,   0.39,   0.12,  -0.14,   0.27,  -0.06,  -0.41,  -0.17,   0.59,   0.08,   0.06
19781205,   1.45,   1.29,   1.39,   1.08,   1.75,   0.67,   1.21,   2.06,   0.45,   1.36
19781206,   0.24,  -0.16,   0.14,   0.31,   0.05,   0.43,   0.21,  -0.32,   0.38,   0.40
19781207,  -0.26,  -0.48,  -0.39,  -0.65,  -0.73,  -0.18,  -0.13,  -0.23,  -0.15,  -0.10
19781208,  -0.28,  -0.70,  -0.65,  -0.39,  -0.65,  -0.27,  -0.26,  -0.48,   0.11,  -0.21
19781211,   0.34,   0.95,   0.64,   0.61,   1.09,  -0.07,   0.43,   0.13,   0.08,   0.24
19781212,  -0.30,  -0.52,  -0.41,  -0.55,  -0.77,  -0.12,  -0.44,  -0.97,  -0.26,  -0.51
19781213,  -0.47,  -1.15,  -0.59,  -0.54,  -0.73,  -0.30,  -0.53,  -0.74,  -0.44,  -0.34
19781214,  -0.17,   0.36,   0.15,   0.16,  -0.01,  -0.04,   0.06,   0.15,  -0.34,  -0.17
19781215,  -0.56,  -0.86,  -0.86,  -0.77,  -0.23,  -0.57,  -0.79,  -0.69,  -0.52,  -0.85
19781218,  -2.22,  -1.85,  -2.72,  -1.50,  -2.56,  -0.69,  -2.77,  -3.22,  -1.20,  -2.55
19781219,   0.55,   0.09,   0.55,   1.23,   2.84,   0.19,   0.04,   1.41,  -0.04,   0.39
19781220,   0.21,   0.22,   0.68,   0.46,   0.62,   0.59,   0.27,   1.23,  -0.03,   0.21
19781221,  -0.15,  -0.32,   0.28,   0.27,   0.13,  -0.84,   0.15,   0.44,  -0.07,   0.20
19781222,   1.16,   1.37,   1.98,   1.96,   3.20,   0.99,   1.27,   2.31,   0.52,   1.39
19781226,   0.83,   1.31,   1.07,   0.80,   3.15,   0.21,   0.42,   1.42,   0.05,   0.70
19781227,  -0.43,  -0.58,  -0.95,  -0.90,  -1.77,  -0.25,  -0.67,  -1.17,  -0.30,  -0.55
19781228,  -0.42,  -0.36,  -0.43,  -0.59,   0.07,  -0.17,  -0.62,  -0.50,  -0.25,  -0.29
19781229,   0.53,  -0.51,  -0.21,  -0.03,  -0.98,   0.02,   0.15,  -0.13,  -0.03,   0.26
19790102,   0.27,   1.15,   0.88,   0.15,   1.34,   0.34,   0.84,   0.06,   0.79,   0.34
19790103,   1.00,   1.14,   1.27,   0.93,   1.44,   0.47,   1.14,   1.22,   0.89,   1.45
19790104,   1.42,   1.61,   1.12,   0.90,   0.25,   0.38,   1.16,   0.61,   0.88,   1.19
19790105,   0.51,   0.74,   0.97,   0.33,   0.59,   0.09,   0.78,   0.46,   0.66,   0.99
19790108,  -0.30,  -0.27,  -0.13,  -0.54,  -0.22,   0.00,  -0.30,  -0.50,  -0.15,  -0.19
19790109,   0.54,   1.01,   0.70,   0.05,   0.59,   0.33,   0.93,   0.53,   0.20,   0.65
19790110,   0.03,  -0.75,  -0.57,  -1.09,  -0.41,   0.07,  -0.39,  -0.80,  -0.04,  -0.51
19790111,   0.02,  -0.08,   0.76,   0.09,   1.76,  -0.34,   0.49,   0.83,   0.02,   0.36
19790112,   0.91,   1.02,   0.95,   0.09,   0.91,   0.87,   0.85,   0.92,   0.56,   0.94
19790115,   0.44,   0.97,   0.93,   0.38,   1.11,   0.62,   0.38,   0.90,   0.16,   0.66
19790116,  -0.91,  -0.95,  -1.42,  -1.22,  -1.88,  -0.43,  -0.88,  -1.11,  -0.27,  -0.90
19790117,  -0.45,   0.19,   0.01,   0.41,  -0.10,  -0.61,  -0.57,   0.20,  -0.06,  -0.05
19790118,   0.36,   0.64,   0.68,   0.10,   0.37,   0.00,   0.42,   0.54,   0.27,   0.59
19790119,   0.30,   0.45,  -0.13,   0.38,  -0.93,  -0.20,   0.24,   0.17,   0.17,   0.12
19790122,  -0.10,  -0.29,   0.29,  -0.21,   1.03,   1.13,  -0.38,  -0.60,  -0.03,  -0.18
19790123,   0.65,   0.57,   1.04,   0.75,   0.19,   0.99,   0.89,   0.29,   0.24,   0.63
19790124,  -0.10,  -0.60,  -0.44,  -0.01,  -0.84,  -0.09,  -0.73,  -1.12,   0.36,  -0.14
19790125,   0.67,   1.08,   0.95,   1.28,   1.05,   0.80,   1.16,   0.78,   0.74,   0.91
19790126,   0.38,   0.28,   0.62,   1.59,   0.37,   0.98,   0.60,   0.44,   0.58,   0.47
19790129,  -0.11,  -0.54,  -0.24,   0.21,  -0.61,  -0.57,  -0.03,  -0.23,   0.15,  -0.27
19790130,  -0.48,  -0.52,  -0.49,  -0.16,  -0.51,  -0.06,  -0.16,  -0.48,   0.06,  -0.27
19790131,  -0.92,  -1.82,  -1.36,  -1.31,  -1.19,  -1.11,  -0.81,  -1.65,   0.01,  -0.90
19790201,   0.11,   0.07,  -0.07,   0.22,   0.47,   1.07,  -0.43,  -0.29,  -0.08,  -0.15
19790202,  -0.23,  -0.42,  -0.49,  -0.33,  -0.62,   0.33,  -0.06,  -0.40,  -0.22,  -0.10
19790205,  -1.20,  -1.25,  -1.49,  -1.51,  -1.28,  -0.67,  -1.48,  -1.79,  -0.41,  -1.25
19790206,  -0.05,  -0.05,   0.04,   0.58,  -0.52,  -0.50,   0.07,   0.04,  -0.21,   0.08
19790207,  -1.25,  -0.98,  -1.25,  -0.40,  -1.05,  -0.17,  -0.93,  -0.76,  -0.55,  -1.14
19790208,   0.65,   0.38,   0.53,   1.15,   0.71,   0.00,   0.29,   0.82,   0.14,   0.48
19790209,   0.08,  -0.02,   0.24,   0.75,   0.39,   0.65,   0.07,   0.07,   0.21,   0.15
19790212,  -0.25,   0.13,   0.31,   0.68,   1.20,   0.15,  -0.23,   0.08,   0.03,   0.10
19790213,   0.65,   0.42,   0.99,   0.97,   0.72,   0.79,   0.63,   0.90,   0.42,   0.74
19790214,  -0.11,   0.25,  -0.33,  -0.03,  -0.70,   0.17,   0.32,   0.05,   0.16,  -0.05
19790215,   0.00,  -0.39,  -0.08,   0.03,   0.31,   0.24,  -0.40,  -0.25,   0.00,   0.00
19790216,   0.14,   0.10,   0.00,   0.55,  -0.28,  -0.72,   0.18,  -0.20,   0.20,   0.18
19790220,   0.51,   0.72,   0.91,   0.85,   0.59,   0.28,   0.45,   0.94,   0.21,   0.40
19790221,  -0.04,  -0.63,  -0.28,  -0.14,  -0.53,  -0.33,   0.16,  -0.71,   0.12,  -0.16
19790222,  -0.30,  -0.33,  -0.73,  -0.72,  -0.77,  -0.04,  -0.49,  -1.47,  -0.24,  -0.32
19790223,  -0.81,  -0.52,  -0.68,  -0.46,  -0.49,  -0.71,  -0.55,  -0.30,  -0.24,  -0.45
19790226,  -0.17,  -0.05,  -0.26,  -0.05,   0.25,  -0.12,  -0.04,  -0.18,  -0.30,  -0.06
19790227,  -1.41,  -1.68,  -1.99,  -1.48,  -1.94,  -1.12,  -1.94,  -1.63,  -0.94,  -1.79
19790228,   0.13,   0.63,   0.09,  -0.04,   0.22,   0.07,  -0.12,   0.52,   0.04,   0.09
19790301,   0.40,   1.02,   0.85,   0.97,   0.55,   0.43,   0.46,   0.75,   0.50,   0.67
19790302,  -0.04,  -0.24,   0.18,   0.18,  -0.05,  -0.02,   0.22,   0.35,   0.27,   0.31
19790305,   0.75,   1.00,   1.41,   1.12,   1.90,   0.58,   0.53,   1.48,   0.41,   1.11
19790306,  -0.33,  -0.04,  -0.31,   0.13,  -0.61,  -0.34,  -0.06,  -0.53,  -0.08,   0.04
19790307,   0.79,   0.91,   0.97,   0.68,   0.55,   0.05,   0.37,   0.58,   0.18,   0.87
19790308,   0.50,   0.88,   1.33,   1.17,   1.51,  -0.23,   0.97,   0.87,   0.42,   1.44
19790309,   0.36,   0.06,  -0.16,   0.20,  -0.12,   0.39,   0.14,   0.31,   0.14,   0.06
19790312,   0.07,   0.47,   0.15,   0.31,   0.67,  -0.10,   0.29,   0.30,  -0.16,   0.03
19790313,   0.28,   0.45,   0.25,   0.56,   0.13,  -0.17,   0.64,   0.03,  -0.09,   0.38
19790314,   0.06,  -0.36,  -0.19,   0.39,  -0.32,   0.20,   0.30,  -0.15,  -0.04,  -0.10
19790315,  -0.08,   0.07,   0.03,   1.45,  -0.09,  -0.29,  -0.05,  -0.43,  -0.03,   0.24
19790316,   0.25,   0.57,   0.64,   2.07,   0.57,   0.94,   0.47,   0.79,   0.45,   0.41
19790319,   0.06,   0.64,   0.55,   0.41,   0.48,  -0.12,   0.27,   0.32,   0.31,   0.45
19790320,  -0.48,  -0.31,  -0.57,  -0.91,  -0.27,  -0.40,  -0.51,  -0.54,  -0.18,  -0.40
19790321,   0.56,   1.10,   0.92,  -0.02,   1.53,   0.45,   0.99,   0.46,   0.19,   0.71
19790322,   0.68,   0.02,   0.76,   0.06,   0.45,   0.06,   0.57,   0.91,   0.12,   0.46
19790323,  -0.03,  -0.04,   0.29,  -0.47,  -0.03,  -0.47,   0.02,  -0.08,  -0.05,   0.37
19790326,  -0.27,  -0.54,  -0.43,  -0.29,  -0.76,  -0.41,  -0.74,  -0.90,  -0.08,  -0.45
19790327,   0.68,   1.47,   1.78,   1.63,   2.42,   0.28,   1.20,   0.85,   0.59,   1.05
19790328,  -0.17,  -0.45,  -0.56,  -0.30,  -0.50,  -0.14,  -0.38,  -0.31,  -0.12,  -0.10
19790329,  -0.01,  -0.23,  -0.12,  -0.09,   0.09,  -0.34,   0.33,  -0.23,   0.03,   0.30
19790330,   0.05,  -0.02,  -0.63,  -0.28,  -0.68,  -0.18,  -0.12,   0.12,  -0.47,   0.05
19790402,  -0.67,  -0.52,  -0.82,  -0.63,  -0.70,   0.27,  -0.61,  -0.90,  -0.90,  -0.59
19790403,   0.93,   1.21,   1.66,   1.73,   1.98,   0.55,   1.07,   1.51,   0.72,   1.21
19790404,   0.19,   0.51,   0.30,   0.84,  -0.19,   0.41,   0.14,   0.26,   0.38,   0.31
19790405,   0.25,   0.00,   0.57,   1.44,   0.78,   0.73,   0.44,   0.13,   0.25,   0.43
19790406,   0.11,  -0.24,  -0.17,   0.36,  -0.39,  -0.52,  -0.08,  -0.14,   0.04,   0.22
19790409,  -0.37,   0.01,  -0.30,  -0.59,  -0.17,  -0.22,  -0.42,  -0.35,  -0.52,   0.07
19790410,   0.39,   0.75,   0.59,   0.14,   0.38,   0.12,   0.97,   0.46,   0.18,   0.82
19790411,  -0.81,  -0.33,  -1.05,  -0.92,  -1.97,  -0.20,  -0.54,  -0.76,  -0.41,  -0.65
19790412,  -0.26,  -0.04,  -0.38,  -0.54,  -0.16,   0.23,  -0.05,  -0.45,  -0.04,   0.05
19790416,  -0.79,  -0.47,  -1.06,  -1.26,  -0.34,  -0.45,  -0.51,  -0.85,  -0.69,  -0.87
19790417,   0.11,   0.27,  -0.19,  -0.23,   0.15,  -0.34,   0.45,   0.40,  -0.11,  -0.05
19790418,   0.49,   0.82,   0.60,   0.73,   0.30,   0.01,   0.56,   1.26,  -0.08,   0.54
19790419,   0.03,  -0.17,  -0.42,  -0.27,  -0.80,  -1.13,  -0.50,  -0.14,  -0.19,  -0.08
19790420,   0.03,   0.67,  -0.05,   0.45,  -0.19,  -0.56,  -0.12,  -0.16,  -0.13,   0.14
19790423,   0.09,   0.55,   0.40,   0.81,   0.92,  -0.15,   0.23,   0.00,  -0.18,   0.14
19790424,   0.32,   0.39,   0.45,   1.73,   0.30,   0.06,   0.51,   0.68,  -0.15,   0.46
19790425,   0.39,   0.25,   0.43,   0.83,   0.40,   0.24,   0.18,  -0.17,  -0.09,   0.30
19790426,  -0.21,  -0.22,  -0.48,  -0.31,  -0.77,  -0.62,  -0.35,  -0.03,  -0.75,  -0.38
19790427,  -0.16,  -0.26,  -0.45,  -0.10,   0.19,  -0.26,  -0.20,  -0.44,  -0.05,  -0.22
19790430,   0.15,  -0.28,  -0.04,   0.11,   0.69,  -0.31,  -0.30,   0.18,  -0.08,  -0.34
19790501,  -0.24,   0.13,  -0.03,   0.16,   0.29,   0.11,  -0.12,  -0.21,  -0.20,   0.00
19790502,   0.05,  -0.01,  -0.13,   0.58,   0.38,   0.26,  -0.14,  -0.73,  -0.07,   0.11
19790503,   0.07,   0.35,   0.05,  -0.28,   0.30,   0.04,   0.15,  -0.04,  -0.03,   0.16
19790504,  -0.79,  -0.49,  -0.89,  -1.35,  -1.49,  -0.23,  -1.21,  -1.06,  -0.59,  -0.74
19790507,  -1.34,  -1.89,  -2.04,  -2.21,  -1.71,  -0.49,  -1.98,  -1.95,  -0.83,  -1.93
19790508,  -0.35,   0.28,   0.23,  -0.30,   0.76,  -0.24,  -0.28,   0.50,  -0.33,  -0.11
19790509,   0.41,   1.30,   0.48,   0.00,  -0.13,  -0.11,   0.67,   0.19,   0.45,   0.57
19790510,  -1.03,  -0.98,  -0.72,  -1.12,  -1.27,  -0.26,  -0.73,  -1.44,  -0.32,  -0.75
19790511,   0.18,   0.31,   0.26,  -0.26,   0.41,   0.12,  -0.04,   0.59,   0.05,   0.16
19790514,  -0.18,  -0.62,  -0.41,  -1.17,  -0.26,  -0.34,  -0.28,  -0.22,  -0.30,  -0.26
19790515,   0.12,   0.48,   0.05,   0.18,  -0.34,   0.01,  -0.22,   0.36,   0.11,   0.25
19790516,  -0.10,   0.15,   0.25,   0.45,   0.36,   0.01,  -0.12,   0.36,   0.34,   0.36
19790517,   0.70,   1.57,   1.56,   2.52,   1.21,   1.87,   1.16,   1.30,   1.41,   1.12
19790518,   0.24,   0.14,  -0.08,   0.52,  -0.21,  -0.95,   0.45,   0.23,   0.39,   0.27
19790521,   0.30,   0.46,   0.38,   0.11,   0.59,  -0.09,   0.47,   0.35,   0.14,   0.48
19790522,   0.51,   0.41,   0.44,   0.90,   0.43,   0.40,   0.14,   0.34,   0.02,   0.71
19790523,   0.07,  -1.24,  -0.58,  -0.68,  -0.76,   0.06,  -0.09,   0.04,   0.08,  -0.01
19790524,   0.12,  -0.20,   0.15,   0.07,   0.31,   0.08,   0.32,   0.18,   0.56,   0.12
19790525,   0.07,   0.24,   0.17,   0.50,   0.57,   0.37,   0.40,  -0.22,   0.45,   0.39
19790529,  -0.20,  -0.43,  -0.25,   0.14,  -0.02,  -0.33,  -0.16,  -0.51,   0.08,  -0.14
19790530,  -0.69,  -1.08,  -1.24,  -0.75,  -1.51,   0.00,  -0.93,  -0.84,  -0.20,  -0.94
19790531,   0.31,   0.47,   0.07,  -0.37,   0.16,  -0.16,   0.07,   0.14,   0.25,  -0.08
19790601,  -0.01,   0.20,  -0.12,   0.27,   0.14,  -0.23,  -0.07,   0.91,   0.33,   0.23
19790604,  -0.19,   0.24,   0.11,   1.13,  -0.13,   0.16,  -0.03,  -0.45,   0.20,   0.28
19790605,   0.76,   1.57,   1.15,   1.97,   1.92,   0.09,   0.76,   1.09,   0.70,   1.10
19790606,   0.34,  -0.09,   0.48,   1.94,   0.09,   1.00,   0.43,   1.02,   0.50,   0.62
19790607,   0.61,   0.43,   0.42,   0.90,   0.58,   0.25,   0.55,   0.54,   0.77,   0.72
19790608,  -0.04,  -0.11,  -0.03,  -0.67,  -0.33,  -0.44,   0.02,  -0.45,   0.30,   0.09
19790611,   0.37,   0.66,   0.32,   0.48,   0.26,   0.25,   0.15,   0.23,   0.11,   0.18
19790612,   1.10,   0.67,   1.10,   0.32,   0.88,   0.45,   1.57,   1.63,   1.11,   1.14
19790613,   0.09,  -0.34,  -0.25,  -1.61,  -1.84,   0.93,   0.47,   0.29,   0.51,   0.22
19790614,  -0.38,  -0.27,  -0.25,   0.19,  -0.61,   0.33,  -0.28,  -0.11,  -0.06,  -0.17
19790615,   0.09,   0.47,  -0.07,   0.27,  -0.14,  -0.10,   0.01,   0.19,   0.26,   0.10
19790618,  -0.42,  -0.68,  -0.43,  -0.42,  -1.26,  -0.91,  -0.80,  -0.41,  -0.20,  -0.30
19790619,  -0.03,   0.07,   0.23,  -0.30,  -0.05,   0.28,  -0.04,   0.27,  -0.11,   0.24
19790620,   0.08,   0.02,   0.46,   0.05,   0.31,  -0.43,   0.27,  -0.27,   0.03,   0.34
19790621,   0.48,   0.25,   0.45,   0.71,   0.77,   0.30,   0.13,   0.22,   0.10,   0.43
19790622,   0.38,   0.66,   0.55,   0.86,   0.66,  -0.09,   0.58,   0.18,   0.14,   0.39
19790625,  -0.43,  -0.33,  -0.65,  -0.29,  -0.53,  -0.49,  -0.85,  -0.94,  -0.32,  -0.34
19790626,  -0.32,  -0.84,  -0.60,  -0.04,  -1.01,  -0.08,  -0.61,  -0.67,  -0.03,  -0.16
19790627,   0.36,   0.54,   0.51,   0.95,   0.89,  -0.01,   0.19,   0.30,   0.34,   0.91
19790628,   0.42,   0.40,   0.21,   1.64,   0.45,   0.09,   0.60,   0.13,   0.24,   0.75
19790629,   0.04,  -0.54,  -0.12,   0.60,  -0.49,   0.59,  -0.33,   1.03,  -0.03,   0.08
19790702,  -1.06,  -0.58,  -1.02,  -0.71,  -1.28,  -0.53,  -1.10,  -1.46,  -0.09,  -0.89
19790703,   0.31,   0.00,   0.30,  -0.21,   0.14,   0.07,   0.18,   0.32,   0.26,   0.32
19790705,   0.23,   0.11,   0.22,   0.81,   0.18,   0.55,   0.29,   0.04,   0.35,   0.66
19790706,   0.76,   0.13,   1.10,   1.78,   1.75,   0.33,   0.68,   0.96,   0.83,   1.02
19790709,   0.52,   0.83,   0.89,   1.93,   0.07,  -0.29,   0.03,   0.67,   0.95,   0.83
19790710,  -0.11,  -0.44,  -0.32,  -0.05,  -1.04,  -0.08,   0.06,  -0.03,   0.23,  -0.47
19790711,  -0.16,  -0.47,  -0.37,  -2.09,  -0.70,  -0.12,  -0.28,   0.17,  -0.10,  -0.07
19790712,  -0.36,  -0.50,  -0.60,  -1.58,  -1.36,  -0.19,  -0.61,  -0.71,  -0.14,  -0.44
19790713,  -0.09,  -1.15,  -0.38,  -0.09,  -0.24,  -0.57,  -0.21,  -0.29,  -0.06,  -0.33
19790716,   0.00,   0.32,   0.38,   1.15,   0.57,   0.10,   0.23,   0.04,   0.03,   0.50
19790717,  -0.60,  -0.59,  -1.14,  -0.95,  -1.77,  -0.29,  -0.81,  -0.86,  -0.32,  -0.98
19790718,  -0.41,   0.51,  -0.26,  -0.44,   0.20,   0.42,  -0.45,  -0.57,  -0.62,  -0.40
19790719,  -0.01,  -0.08,   0.18,  -0.17,   0.09,  -0.01,  -0.03,  -0.26,  -0.02,   0.13
19790720,   0.18,   0.51,   0.25,   0.43,   0.26,  -0.08,   0.53,   0.09,  -0.06,   0.41
19790723,  -0.21,   0.51,  -0.22,  -0.58,  -0.44,   0.02,  -0.28,  -0.59,  -0.20,  -0.16
19790724,   0.22,   0.52,   0.44,   0.79,   0.27,  -0.25,   0.25,   0.31,   0.07,   0.26
19790725,   1.11,   1.28,   1.27,   1.50,   1.03,   0.81,   0.75,   1.52,   0.25,   1.00
19790726,   0.76,   0.33,   0.22,  -0.03,  -0.62,  -0.18,   0.43,   0.17,   0.12,   0.38
19790727,   0.13,   0.09,  -0.02,   0.34,   0.10,   0.24,   0.39,  -0.32,   0.18,   0.34
19790730,   0.18,  -0.11,   0.35,  -0.27,   0.55,  -0.24,   0.16,   0.05,  -0.02,   0.45
19790731,   0.65,   0.87,   0.79,   0.09,   0.81,   0.22,   1.00,   0.94,   0.47,   0.75
19790801,   0.49,   0.14,   0.62,  -0.28,   0.63,  -0.22,   0.77,   1.04,  -0.05,   0.65
19790802,   0.41,  -0.45,   0.18,  -0.25,  -0.06,   0.11,   0.40,   0.12,  -0.01,   0.32
19790803,   0.22,  -0.14,   0.09,  -0.13,  -0.36,  -0.03,   0.03,   0.17,   0.08,  -0.12
19790806,   0.35,   0.57,   0.41,  -0.02,   0.61,   0.01,   0.12,   0.46,   0.16,  -0.02
19790807,   1.30,   1.67,   1.39,   0.87,   1.93,   0.49,   1.39,   2.01,   0.37,   1.11
19790808,   0.70,   0.47,   0.61,  -0.10,  -0.07,   0.41,   0.78,   0.56,   0.21,   0.45
19790809,  -0.22,  -0.18,  -0.27,  -0.67,  -0.27,   0.02,   0.14,  -0.08,  -0.38,  -0.11
19790810,   0.81,   1.03,   1.23,   0.03,   1.99,   0.02,   1.12,   1.05,   0.29,   0.78
19790813,   1.09,   0.48,   1.16,   0.80,   0.71,   0.40,   1.56,   1.67,   0.36,   0.80
19790814,   0.16,  -0.20,   0.20,   0.16,   0.02,   0.50,   0.31,   0.08,   0.19,   0.26
